Name,Image URL,Price,Manufacturer,Part #,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME
Samsung 980 Pro,//cdna.pcpartpicker.com/static/forever/images/product/3b2a91588d1a28bfa1b0184fb7f1c0a1.256p.jpg,$179.00 ,"
Samsung
","MZ-V8P2T0B/AM, MZ-V8P2T0BW","
2 TB
","
$0.089
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Kingston NV2,//cdna.pcpartpicker.com/static/forever/images/product/7aa3028d0fc04e0ee3323f474bd349bd.256p.jpg,$60.99 ,"
Kingston
",SNV2S/1000G,"
1 TB
","
$0.061
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 970 Evo Plus,//cdna.pcpartpicker.com/static/forever/images/product/326881d073c1b667bd348893696c690e.256p.jpg,$97.50 ,"
Samsung
","MZ-V7S1T0B/AM, MZ-V7S1T0BW","
1 TB
","
$0.098
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Samsung 990 Pro,//cdna.pcpartpicker.com/static/forever/images/product/242cc7c9d1e07078de3b04029e20dd82.256p.jpg,$309.99 ,"
Samsung
","MZ-V9P4T0BW, MZ-V9P4T0B/AM","
4 TB
","
$0.077
","
SSD
","
4096 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial P3 Plus,//cdna.pcpartpicker.com/static/forever/images/product/2830bf3ba317c794ccde742efe4304be.256p.jpg,$72.50 ,"
Crucial
",CT1000P3PSSD8,"
1 TB
","
$0.072
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 980 Pro,//cdna.pcpartpicker.com/static/forever/images/product/4e02c24a00f7b79a56489db2acbe3a9b.256p.jpg,$106.13 ,"
Samsung
","MZ-V8P1T0B/AM, MZ-V8P1T0BW","
1 TB
","
$0.106
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 990 Pro,//cdna.pcpartpicker.com/static/forever/images/product/55fb148a837f9e33dfdb095188af8a74.256p.jpg,$184.50 ,"
Samsung
","MZ-V9P2T0BW, MZ-V9P2T0B/AM","
2 TB
","
$0.092
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial P3 Plus,https://m.media-amazon.com/images/I/31nXTKlKQYL.jpg,$124.99 ,"
Crucial
",CT2000P3PSSD8,"
2 TB
","
$0.062
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital Black SN850X,//cdna.pcpartpicker.com/static/forever/images/product/8e6dbae8a0f3c6572216c8758ce5a0b5.256p.jpg,$159.00 ,"
Western Digital
","WDS200T2X0E, WDBB9G0020BNC-WRSN","
2 TB
","
$0.080
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Seagate Barracuda Compute,//cdna.pcpartpicker.com/static/forever/images/product/c7b5b7dacbecdcdd0e073b761193eef6.256p.jpg,$64.98 ,"
Seagate
",ST2000DM008,"
2 TB
","
$0.032
","
7200 RPM
","
256 MB
","
3.5",,
",",,,,,,,,,,,
SATA 6.0 Gb/s,,,,,,,,,,,
",No""",9,,,,,,,,,,
Mushkin Source HC,https://m.media-amazon.com/images/I/31KeULdwSLL.jpg,"$2,302.98 ","
Mushkin
",MKNSSDHC16TB,"
16 TB
","
$0.144
","
SSD
",N/A,"
2.5",,
",No""",8,,,,,,,,,,
Kingston NV2,//cdna.pcpartpicker.com/static/forever/images/product/f1af66b97ac908b094775b859ce9d33e.256p.jpg,$118.00 ,"
Kingston
",SNV2S/2000G,"
2 TB
","
$0.059
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital Blue SN580,//cdna.pcpartpicker.com/static/forever/images/product/f3d3390c0b08de6bbdfecbac012c639b.256p.jpg,$71.00 ,"
Western Digital
",WDS100T3B0E,"
1 TB
","
$0.071
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital Black SN770,https://m.media-amazon.com/images/I/310UZVOtlfL.jpg,$137.46 ,"
Western Digital
",WDS200T3X0E,"
2 TB
","
$0.069
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Kingston NV2,//cdna.pcpartpicker.com/static/forever/images/product/b95d0c7234714c4d7bb0f246c23cd3b9.256p.jpg,$42.99 ,"
Kingston
",SNV2S/500G,"
500 GB
","
$0.086
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital Black SN850X,//cdna.pcpartpicker.com/static/forever/images/product/8e6dbae8a0f3c6572216c8758ce5a0b5.256p.jpg,$314.00 ,"
Western Digital
","WDS400T2X0E, WDBB9G0040BNC-WRSN","
4 TB
","
$0.079
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Silicon Power UD90,//cdna.pcpartpicker.com/static/forever/images/product/664aadb9f84d7293d083671b43c1f898.256p.jpg,$114.97 ,"
Silicon Power
",SP02KGBP44UD9005,"
2 TB
","
$0.057
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
TEAMGROUP MP44L,//cdna.pcpartpicker.com/static/forever/images/product/54ce8af72e7d2a00dfe405da2cbf5313.256p.jpg,$112.99 ,"
TEAMGROUP
",TM8FPK002T0C101,"
2 TB
","
$0.056
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 870 QVO,//cdna.pcpartpicker.com/static/forever/images/product/29b838814626cac9b060a2d2c0a293cd.256p.jpg,$594.90 ,"
Samsung
","MZ-77Q8T0B/AM, MZ-77Q8T0BW","
8 TB
","
$0.074
","
SSD
",N/A,"
2.5",,
Crucial T700,//cdna.pcpartpicker.com/static/forever/images/product/708ad07de98d1fb30d2435a7ef47b3ab.256p.jpg,$426.99 ,"
Crucial
",CT4000T700SSD3,"
4 TB
","
$0.107
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Samsung 980,//cdna.pcpartpicker.com/static/forever/images/product/2aff821ed66963cb32fb0c71b093eccc.256p.jpg,$89.99 ,"
Samsung
","MZ-V8V1T0B/AM, MZ-V8V1T0BW","
1 TB
","
$0.090
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Seagate BarraCuda,//cdna.pcpartpicker.com/static/forever/images/product/0f3ec8d968661b3bfc4a7250f78ec8a9.256p.jpg,$45.00 ,"
Seagate
",ST1000DM010,"
1 TB
","
$0.045
","
7200 RPM
","
64 MB
","
3.5",,
Western Digital Gold,//cdna.pcpartpicker.com/static/forever/images/product/a311d7aa215ad39a8635831edf9db5ab.256p.jpg,$599.99 ,"
Western Digital
",WD241KRYZ,"
24 TB
","
$0.025
","
7200 RPM
","
512 MB
","
3.5",,
Crucial T500,//cdna.pcpartpicker.com/static/forever/images/product/3fd5aee2fd8854d15ef3c81dcd9599f5.256p.jpg,$147.99 ,"
Crucial
",CT2000T500SSD8,"
2 TB
","
$0.074
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial P3,//cdna.pcpartpicker.com/static/forever/images/product/5b0cd518feacc76794f17f75745b2907.256p.jpg,$120.99 ,"
Crucial
",CT2000P3SSD8,"
2 TB
","
$0.060
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Kingston KC3000,https://m.media-amazon.com/images/I/31p3IUZV+ZL.jpg,$162.99 ,"
Kingston
",SKC3000D/2048G,"
2.048 TB
","
$0.080
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 990 Pro w/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/1f3a70baa047ae18e1af31b89a344d2b.256p.jpg,$319.99 ,"
Samsung
",MZ-V9P4T0CW,"
4 TB
","
$0.080
","
SSD
","
4096 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial T700,//cdna.pcpartpicker.com/static/forever/images/product/708ad07de98d1fb30d2435a7ef47b3ab.256p.jpg,$151.99 ,"
Crucial
",CT1000T700SSD3,"
1 TB
","
$0.152
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Seagate Barracuda Compute,https://m.media-amazon.com/images/I/41aEb8InacL.jpg,$129.59 ,"
Seagate
",ST8000DMZ04,"
8 TB
","
$0.016
","
5400 RPM
","
256 MB
","
3.5",,
Samsung 980 Pro,//cdna.pcpartpicker.com/static/forever/images/product/81d258654f0eb603dc240de6cbca9754.256p.jpg,$89.99 ,"
Samsung
","MZ-V8P500B/AM, MZ-V8P500BW","
500 GB
","
$0.180
","
SSD
","
512 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Lexar NM790,//cdna.pcpartpicker.com/static/forever/images/product/496a72c7b0963d48aff4970b5407c89f.256p.jpg,$153.13 ,"
Lexar
",LNM790X002T-RNNNG,"
2 TB
","
$0.077
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Leven JS600,https://m.media-amazon.com/images/I/31tMSBg3EgL.jpg,$13.99 ,"
Leven
",JS600SSD128GB,"
128 GB
","
$0.109
","
SSD
",N/A,"
2.5",,
Crucial T700,//cdna.pcpartpicker.com/static/forever/images/product/708ad07de98d1fb30d2435a7ef47b3ab.256p.jpg,$269.99 ,"
Crucial
",CT2000T700SSD3,"
2 TB
","
$0.135
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Corsair MP600 PRO NH,//cdna.pcpartpicker.com/static/forever/images/product/b9354d5f408a8a8f84148d0dc78cf2e2.256p.jpg,$979.99 ,"
Corsair
",CSSD-F8000GBMP600PNH,"
8 TB
","
$0.122
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
TEAMGROUP T-Force Vulcan Z,//cdna.pcpartpicker.com/static/forever/images/product/cdef80d378b1ec2bf07dff0b42837897.256p.jpg,$54.99 ,"
TEAMGROUP
",T253TZ001T0C101,"
1 TB
","
$0.055
","
SSD
",N/A,"
2.5",,
Western Digital Green SN350,//cdna.pcpartpicker.com/static/forever/images/product/57b87f0a167a06e77da78f9812f28367.256p.jpg,$67.79 ,"
Western Digital
",WDS100T3G0C,"
1 TB
","
$0.068
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Patriot P300,//cdna.pcpartpicker.com/static/forever/images/product/bbe3d900dc2abf2a0828e4860619a58e.256p.jpg,$36.99 ,"
Patriot
",P300P512GM28,"
512 GB
","
$0.072
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Kingston KC3000,https://m.media-amazon.com/images/I/31IQ1jS7RgL.jpg,$99.99 ,"
Kingston
",SKC3000S/1024G,"
1.024 TB
","
$0.098
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial P5 Plus,//cdna.pcpartpicker.com/static/forever/images/product/43c2b68eaed9cd66fa6d7d71ee8e2756.256p.jpg,$178.29 ,"
Crucial
",CT2000P5PSSD8,"
2 TB
","
$0.089
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital Blue SN570,//cdna.pcpartpicker.com/static/forever/images/product/820f4e4ac27af85645afeaabc7b82f04.256p.jpg,$43.98 ,"
Western Digital
",WDS500G3B0C,"
500 GB
","
$0.088
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
VisionTek QLC,//cdna.pcpartpicker.com/static/forever/images/product/a03d235168f03f49218ac849cf3f6db3.256p.jpg,"$1,499.99 ","
VisionTek
",901365,"
8 TB
","
$0.187
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Acer Predator GM7000,//cdna.pcpartpicker.com/static/forever/images/product/1181de6bb1f33eb13aba4cab40a3d10c.256p.jpg,$84.99 ,"
Acer
",BL.9BWWR.105,"
1 TB
","
$0.085
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Sabrent Rocket 5,//cdna.pcpartpicker.com/static/forever/images/product/c5191c0bb7213d7457c25871f043b7fb.256p.jpg,$729.99 ,"
Sabrent
",SB-RKT5-4TB,"
4 TB
","
$0.182
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Western Digital WD_BLACK,//cdna.pcpartpicker.com/static/forever/images/product/ec18382394ec2952a8e9d49c60848c98.256p.jpg,$139.99 ,"
Western Digital
",WD4005FZBX,"
4 TB
","
$0.035
","
7200 RPM
","
256 MB
","
3.5",,
Samsung 980 Pro w/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/b2412d4f6cdb883eafbc4a27afa07878.256p.jpg,$184.00 ,"
Samsung
",MZ-V8P2T0CW,"
2 TB
","
$0.092
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 990 Pro w/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/ee5dce8b58c4c1e8661c97a35289d2fb.256p.jpg,$199.99 ,"
Samsung
","MZ-V9P2T0CW, MZ-V9P2T0GW","
2 TB
","
$0.100
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Kingston A400,//cdna.pcpartpicker.com/static/forever/images/product/97e2bd828644767c8a80b71f8cb14743.256p.jpg,$37.79 ,"
Kingston
",SA400S37/480G,"
480 GB
","
$0.079
","
SSD
",N/A,"
2.5",,
Kingston Fury Renegade,//cdna.pcpartpicker.com/static/forever/images/product/f53b8d7adbe5755ba2e272aa945f3517.256p.jpg,$172.99 ,"
Kingston
",SFYRD/2000G,"
2 TB
","
$0.086
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
MSI SPATIUM M480 PRO,https://m.media-amazon.com/images/I/31lCFXBNlyL.jpg,$84.00 ,"
MSI
","S78-440L1G0-P83, SPATIUM M480 PRO PCIE 4.0 NVME M.2 1TB","
1 TB
","
$0.084
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Patriot P300,//cdna.pcpartpicker.com/static/forever/images/product/83730873ee20dac30e1dab0d836e9e6b.256p.jpg,$17.98 ,"
Patriot
",P300P128GM28,"
128 GB
","
$0.140
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Leven JPS800,https://m.media-amazon.com/images/I/31AgFXNONGL.jpg,$59.99 ,"
Leven
",JPS800-1TB,"
1 TB
","
$0.060
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Leven JPS600,https://m.media-amazon.com/images/I/41pQY8HA7VL.jpg,$99.99 ,"
Leven
",JPS600-2TB,"
2 TB
","
$0.050
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
TEAMGROUP MS30,//cdna.pcpartpicker.com/static/forever/images/product/5a212a1564ec18108d51278cfd472e10.256p.jpg,$33.99 ,"
TEAMGROUP
",TM8PS7512G0C101,"
512 GB
","
$0.066
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Kingston A400,//cdna.pcpartpicker.com/static/forever/images/product/0e5f348eea062654a82c98f7f373b8ae.256p.jpg,$61.99 ,"
Kingston
",SA400S37/960G,"
960 GB
","
$0.065
","
SSD
",N/A,"
2.5",,
Seagate Exos X14,//cdna.pcpartpicker.com/static/forever/images/product/5353776f9a75b176f47cc8e4c179307d.256p.jpg,$198.99 ,"
Seagate
",ST12000NM0008,"
12 TB
","
$0.017
","
7200 RPM
","
256 MB
","
3.5",,
Samsung 860 Evo,//cdna.pcpartpicker.com/static/forever/images/product/50adb27c43f4a13c15135378f031d5c0.256p.jpg,,"
Samsung
","MZ-76E1T0B/AM, MZ-76E1T0B/EU","
1 TB
","
$0.150
","
SSD
","
1024 MB
","
2.5",,
Seagate IronWolf Pro,//cdna.pcpartpicker.com/static/forever/images/product/01f719cd8e7e03916233fb39a9c5ca26.256p.jpg,$109.99 ,"
Seagate
",ST4000NE001,"
4 TB
","
$0.027
","
7200 RPM
","
256 MB
","
3.5",,
MSI SPATIUM M450,//cdna.pcpartpicker.com/static/forever/images/product/af0a9572eb427edd65bef904f37dd1b5.256p.jpg,$74.99 ,"
MSI
",SM450N1TB,"
1 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial P5 Plus,//cdna.pcpartpicker.com/static/forever/images/product/43c2b68eaed9cd66fa6d7d71ee8e2756.256p.jpg,$138.75 ,"
Crucial
",CT1000P5PSSD8,"
1 TB
","
$0.139
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 970 Evo Plus,//cdna.pcpartpicker.com/static/forever/images/product/25a1bf52562913032cce0b7a71b9e323.256p.jpg,$61.26 ,"
Samsung
","MZ-V7S250B/AM, MZ-V7S250BW","
250 GB
","
$0.245
","
SSD
","
512 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Solidigm P41 Plus,//cdna.pcpartpicker.com/static/forever/images/product/aafcbf420443bb76cfe6a8c174f447db.256p.jpg,$69.99 ,"
Solidigm
",SSDPFKNU010TZX1,"
1 TB
","
$0.070
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial MX500,//cdna.pcpartpicker.com/static/forever/images/product/d9cccb47a1d6da491f3c6e74ad51e80b.256p.jpg,$53.60 ,"
Crucial
",CT500MX500SSD1,"
500 GB
","
$0.107
","
SSD
","
512 MB
","
2.5",,
HP FX900,https://m.media-amazon.com/images/I/41CpN9-A++L.jpg,,"
HP
",57S53AA#ABB,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Silicon Power UD90,//cdna.pcpartpicker.com/static/forever/images/product/b897eb9b6b500cbebe80985cb7c8ba7e.256p.jpg,$74.98 ,"
Silicon Power
","SP01KGBP44UD9005, SU01KGBP44UD9005SN","
1 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Crucial T705 W/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/fd667dea54784b7840a47ef082c915dd.256p.jpg,$541.83 ,"
Crucial
",CT4000T705SSD5,"
4 TB
","
$0.135
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Corsair MP600 CORE XT,//cdna.pcpartpicker.com/static/forever/images/product/72ef56a7a1e4daa2e550a57f9abcc9f1.256p.jpg,$139.99 ,"
Corsair
",CSSD-F2000GBMP600CXT,"
2 TB
","
$0.070
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Corsair MP600 CORE XT,//cdna.pcpartpicker.com/static/forever/images/product/72ef56a7a1e4daa2e550a57f9abcc9f1.256p.jpg,$77.99 ,"
Corsair
",CSSD-F1000GBMP600CXT,"
1 TB
","
$0.078
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Seagate ST6000NM0024,//cdna.pcpartpicker.com/static/forever/images/product/7373d77a5d7b02a0e39cf13fd542b1b6.256p.jpg,$118.73 ,"
Seagate
",ST6000NM0024,"
6 TB
","
$0.020
","
7200 RPM
","
128 MB
","
3.5",,
Crucial T705,//cdna.pcpartpicker.com/static/forever/images/product/26411ed56b8f23776f841818083ed115.256p.jpg,$294.99 ,"
Crucial
",CT2000T705SSD3,"
2 TB
","
$0.147
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Patriot P300,//cdna.pcpartpicker.com/static/forever/images/product/802eda7983bb37a733ea6f9890791188.256p.jpg,$57.99 ,"
Patriot
",P300P1TBM28,"
1 TB
","
$0.058
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Crucial BX500,//cdna.pcpartpicker.com/static/forever/images/product/fff84afccbfab3054a5a88963c4bb271.256p.jpg,$69.98 ,"
Crucial
",CT1000BX500SSD1,"
1 TB
","
$0.070
","
SSD
",N/A,"
2.5",,
Corsair MP600 CORE XT,//cdna.pcpartpicker.com/static/forever/images/product/72ef56a7a1e4daa2e550a57f9abcc9f1.256p.jpg,$259.99 ,"
Corsair
",CSSD-F4000GBMP600CXT,"
4 TB
","
$0.065
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Intel DC P3600,//cdna.pcpartpicker.com/static/forever/images/product/6500decdd7ac7e2c3e6324fcc15102d0.256p.jpg,"$1,500.00 ","
Intel
",SSDPEDME012T401,"
1.2 TB
","
$1.250
","
SSD
",N/A,"
PCIe
","
PCIe x4
",No
Samsung 860 Evo,https://images-fe.ssl-images-amazon.com/images/I/41OjTbk9jlL.jpg,$79.00 ,"
Samsung
","MZ-76E500B/AM, MZ-76E500B/EU, MZ-76E500BW","
500 GB
","
$0.158
","
SSD
","
512 MB
","
2.5",,
Samsung 970 Evo,//cdna.pcpartpicker.com/static/forever/images/product/09a31f32abb3daaf5ed9b849bd60e675.256p.jpg,$149.50 ,"
Samsung
","MZ-V7E1T0BW, MZ-V7E1T0B/AM","
1 TB
","
$0.149
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Seagate IronWolf NAS,//cdna.pcpartpicker.com/static/forever/images/product/2051a9a304e2281fca519576296b3823.256p.jpg,$94.99 ,"
Seagate
",ST4000VN006,"
4 TB
","
$0.024
","
5400 RPM
","
256 MB
","
3.5",,
TEAMGROUP T-Force Vulcan Z,//cdna.pcpartpicker.com/static/forever/images/product/cdef80d378b1ec2bf07dff0b42837897.256p.jpg,$27.99 ,"
TEAMGROUP
",T253TZ480G0C101,"
480 GB
","
$0.058
","
SSD
",N/A,"
2.5",,
Crucial T705,//cdna.pcpartpicker.com/static/forever/images/product/26411ed56b8f23776f841818083ed115.256p.jpg,$174.99 ,"
Crucial
",CT1000T705SSD3,"
1 TB
","
$0.175
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Western Digital Black SN750,//cdna.pcpartpicker.com/static/forever/images/product/0e711f3edb98f9680cc528271201d8d2.256p.jpg,$76.98 ,"
Western Digital
","WDS100T3X0C, WDS100T3X0C-00SJG0","
1 TB
","
$0.077
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Crucial T700 W/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/aeb312f0e26355b4840393bd66b512cb.256p.jpg,$396.99 ,"
Crucial
",CT4000T700SSD5,"
4 TB
","
$0.099
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
PNY CS2241,//cdna.pcpartpicker.com/static/forever/images/product/c1126d3f398b945ef1a2f31e603b2245.256p.jpg,$240.99 ,"
PNY
","M280CS2241-4TB-CL, M280CS2241-4TB-RB","
4 TB
","
$0.060
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Solidigm P44 Pro,//cdna.pcpartpicker.com/static/forever/images/product/79f41cae02110c429bd9bb514130d169.256p.jpg,$169.99 ,"
Solidigm
",SSDPFKKW020X7X1,"
2 TB
","
$0.085
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Lexar NM710,https://m.media-amazon.com/images/I/41Sre26GwBL.jpg,$117.22 ,"
Lexar
","LNM710X002T-RNNNG, LNM710X002T-RNNNU","
2 TB
","
$0.059
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Samsung 870 QVO,//cdna.pcpartpicker.com/static/forever/images/product/29b838814626cac9b060a2d2c0a293cd.256p.jpg,$165.70 ,"
Samsung
",MZ-77Q2T0B/AM,"
2 TB
","
$0.083
","
SSD
",N/A,"
2.5",,
Western Digital Ultrastar DC HC550,//cdna.pcpartpicker.com/static/forever/images/product/12fe32d5665f43497f93451f7b837bf4.256p.jpg,$219.99 ,"
Western Digital
",0F38461,"
16 TB
","
$0.014
","
7200 RPM
","
512 MB
","
3.5",,
Seagate IronWolf Pro NAS,//cdna.pcpartpicker.com/static/forever/images/product/ade739fa581e4650e4c6b5e7409a129f.256p.jpg,$439.99 ,"
Seagate
",ST22000NT001,"
22 TB
","
$0.020
","
7200 RPM
","
512 MB
","
3.5",,
ADATA XPG SX8200 Pro,//cdna.pcpartpicker.com/static/forever/images/product/fb831921149b546d44ee75f6bf282a4a.256p.jpg,$98.45 ,"
ADATA
",ASX8200PNP-1TT-C,"
1 TB
","
$0.098
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Corsair MP700 PRO,//cdna.pcpartpicker.com/static/forever/images/product/fabeab48cca83136b20ca493cea3fd4a.256p.jpg,$299.99 ,"
Corsair
",CSSD-F2000GBMP700PNH,"
2 TB
","
$0.150
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Western Digital Black SN850X w/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/57d6e2928f2118c8f26100caf36ab606.256p.jpg,$149.99 ,"
Western Digital
",WDS200T2XHE,"
2 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Gigabyte AORUS Gen4 7300,//cdna.pcpartpicker.com/static/forever/images/product/13ca4d4a010106a48ee73a15e9022d11.256p.jpg,$123.05 ,"
Gigabyte
",AG4731TB,"
1 TB
","
$0.123
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Sabrent Rocket 4 Plus,//cdna.pcpartpicker.com/static/forever/images/product/7152f778a27db871580c8c82e7de6347.256p.jpg,$219.99 ,"
Sabrent
",SB-RKT4P-2TB,"
2 TB
","
$0.110
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Leven JPS800,https://m.media-amazon.com/images/I/31AgFXNONGL.jpg,$104.99 ,"
Leven
",JPS800-2TB,"
2 TB
","
$0.052
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Corsair MP700 PRO,//cdna.pcpartpicker.com/static/forever/images/product/ba66c0cf595f15f5d2537a84d6058123.256p.jpg,$574.99 ,"
Corsair
",CSSD-F4000GBMP700PNH,"
4 TB
","
$0.144
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
TEAMGROUP Cardea Zero Z440 Graphene,https://m.media-amazon.com/images/I/41IWg+uyo5L.jpg,,"
TEAMGROUP
",TM8FP7002T0C311,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
KIOXIA EXCERIA G2,//cdna.pcpartpicker.com/static/forever/images/product/539625d9936fcd327344ac9f701d188c.256p.jpg,,"
KIOXIA
",LRC20Z001TG8,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Western Digital AV-GP,//cdna.pcpartpicker.com/static/forever/images/product/1ed3ba2b05451e2537a17258f48b895f.256p.jpg,$24.98 ,"
Western Digital
",WD10EURX,"
1 TB
","
$0.025
","
5400 RPM
","
64 MB
","
3.5",,
Western Digital Blue SN550,//cdna.pcpartpicker.com/static/forever/images/product/73be90b182cdb68fe899775fb8fa56ed.256p.jpg,$133.00 ,"
Western Digital
",WDS100T2B0C,"
1 TB
","
$0.133
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Mushkin Vortex Redline,//cdna.pcpartpicker.com/static/forever/images/product/5bb278af752a8e7b7ff95b5275727d9e.256p.jpg,$77.98 ,"
Mushkin
",MKNSSDVT1TB-D8,"
1 TB
","
$0.078
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
